FilePath,Label
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part27.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part28.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part29.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part3.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part30.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part31.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part32.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part33.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part34.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part35.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part36.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part37.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part38.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part39.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part4.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part40.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part41.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part42.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part43.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part44.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part45.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part46.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part47.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part48.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part49.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part5.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part50.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part51.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part52.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part53.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part54.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part55.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part56.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part57.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part58.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part59.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part6.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part60.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part61.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part62.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part63.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part64.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part65.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part66.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part67.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part68.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part69.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part7.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part70.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part71.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part72.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part73.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part74.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part75.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part76.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part77.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part78.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part79.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part8.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part80.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part81.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part82.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part83.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part84.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part85.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part86.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part87.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_1\baseline_imu_train_data_part9.csv,imu_baseline_1
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part1.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part10.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part100.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part101.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part102.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part103.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part104.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part105.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part106.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part107.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part108.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part109.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part11.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part110.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part111.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part112.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part113.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part114.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part115.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part116.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part117.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part118.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part119.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part12.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part120.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part121.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part122.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part123.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part124.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part125.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part126.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part127.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part128.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part129.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part13.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part130.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part131.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part132.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part133.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part134.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part135.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part136.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part137.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part138.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part139.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part14.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part140.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part141.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part142.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part143.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part144.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part145.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part146.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part147.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part148.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part149.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part15.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part16.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part17.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part18.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part19.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part2.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part20.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part21.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part22.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part23.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part24.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part25.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part26.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part27.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part28.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part29.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part3.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part30.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part31.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part32.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part33.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part34.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part35.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part36.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part37.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part38.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part39.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part4.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part40.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part41.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part42.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part43.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part44.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part45.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part46.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part47.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part48.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part49.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part5.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part50.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part51.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part52.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part53.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part54.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part55.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part56.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part57.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part58.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part59.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part6.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part60.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part61.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part62.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part63.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part64.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part65.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part66.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part67.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part68.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part69.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part7.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part70.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part71.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part72.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part73.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part74.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part75.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part76.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part77.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part78.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part79.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part8.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part80.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part81.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part82.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part83.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part84.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part85.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part86.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part87.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part88.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part89.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part9.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part90.csv,imu_baseline_2
E:/master-2/madgewick_filter/train_data/IMU\imu_baseline_2\imu_baseline_2_imu_train_data_part91.csv,imu_baseline_2
